device_id,user_id,device_type,device_model,os_version,app_version,device_fingerprint,is_trusted,first_seen_at,last_seen_at,created_at
8f2ad93c-618e-47e0-b9b0-707e3b64c964,40f24426-afb2-4d8a-9915-5d0aaeaf816b,ios,iPhone SE,iOS 15.1,3.6.1,632e3ba994756d423acb0f81,True,2026-02-16 10:10:28,2026-02-23 17:49:39,2026-02-16 10:10:28
6470b37d-c5d6-4747-97bd-0b939d008f37,40f24426-afb2-4d8a-9915-5d0aaeaf816b,android,Samsung Galaxy S21,Android 12,4.6.18,97523a9ef482c2833e05be52,True,2026-01-02 18:07:34,2026-01-29 08:30:26,2026-01-02 18:07:34
f7692c20-da11-4196-833a-5e25b4b025d3,40f24426-afb2-4d8a-9915-5d0aaeaf816b,ios,iPhone 13,iOS 17.1,3.7.17,2a9d14ed16c51a5c5f4787a2,True,2026-02-25 11:14:53,2026-03-01 19:27:56,2026-02-25 11:14:53
0da9d891-09ee-4250-aba5-3402022289f7,4b4daf6f-3339-42c4-b41a-01b40d58bd8f,ios,iPhone 13,iOS 16.1,3.8.12,4aa2d2f5fdda415550aa4708,True,2026-02-02 04:54:48,2026-02-03 04:32:15,2026-02-02 04:54:48
00d222f6-0aab-427a-8c51-f35c6a8927d5,4b4daf6f-3339-42c4-b41a-01b40d58bd8f,android,OnePlus 9,Android 12,2.5.11,234650093a665cd6dcafc142,True,2025-11-28 06:38:45,2026-01-16 02:24:04,2025-11-28 06:38:45
559c9d00-e899-4179-b190-fc0f62f2b239,4b4daf6f-3339-42c4-b41a-01b40d58bd8f,android,Xiaomi Mi 11,Android 14,4.3.18,a29325b64d98b1a44209fdc4,True,2025-11-07 10:00:57,2025-12-23 06:17:17,2025-11-07 10:00:57
3a000fb3-8851-4945-98a6-71b2047acef9,16e5925c-46b2-4751-892e-dc480ae57587,android,Samsung Galaxy S22,Android 12,3.2.5,86d15ec5e9b8f4e29f2e3948,True,2025-05-16 14:02:13,2026-01-10 03:41:25,2025-05-16 14:02:13
c661e5de-9092-4cf1-8b34-c205744414aa,625c4825-dcce-4fe4-802d-3fc5ed9bb292,android,OnePlus 9,Android 12,4.4.5,2eef5a98e1662428e362201b,True,2024-08-31 18:01:23,2025-01-30 15:21:37,2024-08-31 18:01:23
5e857ecc-52e7-4b43-b10a-7fa457624ade,625c4825-dcce-4fe4-802d-3fc5ed9bb292,android,OnePlus 9,Android 12,2.6.1,371eeca615c4fe3649d37543,True,2026-02-20 01:09:47,2026-02-25 20:19:00,2026-02-20 01:09:47
4ef6d622-9529-4067-bed1-984628762959,b1ef9f6b-ab82-4fa5-9d62-6f9bfd2dc965,web,Firefox,Firefox 114,5.8.20,88d94918164f3ef80c80d119,True,2024-11-27 02:10:08,2025-07-04 13:53:15,2024-11-27 02:10:08
aeb23039-a33c-4fd4-b811-bf2a29b5dfc1,b1ef9f6b-ab82-4fa5-9d62-6f9bfd2dc965,ios,iPhone 13,iOS 15.0,3.5.19,0c66405dca2ba9af1f5505e3,True,2024-10-27 21:15:03,2025-09-10 17:38:56,2024-10-27 21:15:03
2bb4c0fa-a446-45b1-acff-5a5dc4b0b2eb,87f2c442-f9d9-48a2-98dd-2493f64dc850,ios,iPhone SE,iOS 14.2,4.4.9,99702c53f45d7fd410fbdca4,True,2024-12-24 21:04:21,2026-01-21 15:29:01,2024-12-24 21:04:21
2e11b4f9-737c-4dc0-9274-c96025957efa,87f2c442-f9d9-48a2-98dd-2493f64dc850,android,Samsung Galaxy S21,Android 11,4.0.15,e2763081c4cbb8a3963481d1,True,2025-10-21 22:30:50,2026-02-12 06:24:27,2025-10-21 22:30:50
c44cf17f-584a-4581-97ed-bb6007c6cddc,72806902-36f1-48b5-85ae-339d891fe9e8,android,Huawei P40,Android 12,3.6.12,3c5267f53951c9a724cebfaf,True,2026-01-15 09:11:36,2026-02-05 06:47:27,2026-01-15 09:11:36
38ff4d31-fa1e-46e8-87af-cf9f11e7d537,72806902-36f1-48b5-85ae-339d891fe9e8,android,Huawei P40,Android 13,1.9.10,dbbd3b1e9d0a62f00ff09bb7,True,2026-02-23 10:54:31,2026-02-26 09:46:16,2026-02-23 10:54:31
6c0c715e-d0d9-41e0-98e8-d32174d9ebe6,172e11e2-892a-46e4-95f2-9acf8d86ec46,ios,iPhone 12,iOS 17.0,1.3.9,30fde75802c570f7f3f33b90,True,2025-10-01 07:06:39,2026-03-06 18:53:13,2025-10-01 07:06:39
3e52d5d5-d2e9-4080-a33f-0eed0170c777,1f97c87d-f38c-4b49-aac8-b302e0c556a4,android,Huawei P40,Android 14,4.8.10,7ffdcb25111c26ae250d51d5,True,2023-05-21 23:19:13,2025-06-24 12:26:51,2023-05-21 23:19:13
09aaf33c-a969-4df3-9ef0-3182d7511811,d8ac13f2-7ee7-48ae-85cc-b3189d484016,android,Samsung Galaxy S22,Android 11,3.8.3,880f4af3e798ccfbdec783ff,False,2025-09-11 08:09:20,2026-01-24 23:22:45,2025-09-11 08:09:20
bd7b6204-71ac-4ec5-9835-0df5a15a2bbc,170d4ec8-f12d-4edc-a908-ac67a4e602c5,web,Chrome,Chrome 111,4.4.0,1e3f024e5a753c6d45e0b7cf,True,2025-03-26 17:36:11,2025-08-10 04:09:46,2025-03-26 17:36:11
1144bf67-7cc0-4663-8b41-b99f8dececcb,170d4ec8-f12d-4edc-a908-ac67a4e602c5,ios,iPhone 13,iOS 14.5,5.1.13,d94dfc909b52d495a5e1ff0a,True,2024-07-27 02:56:26,2026-02-07 15:29:40,2024-07-27 02:56:26
c72aa551-c75f-42ae-b623-da13e81efa03,170d4ec8-f12d-4edc-a908-ac67a4e602c5,android,OnePlus 9,Android 11,4.8.18,e3936cee1f2f5610f8835e63,True,2025-07-26 15:37:52,2025-09-21 06:47:37,2025-07-26 15:37:52
c60fdc64-9cc1-412a-bc04-72b40e979bb0,154071c4-6613-419f-938d-349881edd200,android,Huawei P40,Android 13,4.2.16,b410640a24168773e163fb6a,True,2025-10-01 00:59:59,2025-10-15 15:36:08,2025-10-01 00:59:59
f4569e26-c178-4073-94af-f7e409539dd3,154071c4-6613-419f-938d-349881edd200,ios,iPhone 12,iOS 14.2,3.6.6,3f6e0158fe5a5dbf432d2d15,False,2025-10-28 21:45:17,2025-12-22 15:59:53,2025-10-28 21:45:17
a5eba198-6b61-4845-9556-4b792a786857,154071c4-6613-419f-938d-349881edd200,ios,iPhone 13,iOS 16.2,5.5.0,6850ca7fdb85c0868934483c,True,2025-08-21 06:28:36,2026-03-07 09:18:40,2025-08-21 06:28:36
be4eff08-fabe-4498-97f4-3d3cd340f3dc,04c68c13-e654-4df7-b45b-9d49a61ac95a,android,Samsung Galaxy S21,Android 11,5.0.11,a0552c73f5a71dcad3ac95e3,True,2026-01-11 10:40:52,2026-01-23 23:54:14,2026-01-11 10:40:52
58234a43-bb38-402f-a0df-2b93a91aed83,9a9d112a-e811-4e49-a566-2082c0623f18,ios,iPhone 14,iOS 16.3,4.1.17,f8316371901acd7566d3499d,True,2025-02-01 18:12:15,2025-09-10 05:25:57,2025-02-01 18:12:15
55812554-a7db-43a2-932c-860aa87f4aeb,58d2b491-f815-4206-a935-969b95886b83,android,Huawei P40,Android 11,2.3.6,ee8033b319de402f31222700,True,2025-07-13 04:54:05,2025-11-16 11:52:35,2025-07-13 04:54:05
f064a014-3b47-4a61-a9f5-397ff4d61dcb,58d2b491-f815-4206-a935-969b95886b83,android,Huawei P40,Android 14,1.6.11,c431a02211a81eb155f4ea0e,True,2025-12-11 14:09:10,2025-12-12 14:44:11,2025-12-11 14:09:10
4414ccd5-1575-4fcb-a4f1-5a85ba23f4b0,58d2b491-f815-4206-a935-969b95886b83,android,Samsung Galaxy S21,Android 13,1.8.4,d544a89f1b2f4f6f45cd2e4d,True,2025-12-31 08:00:05,2026-03-06 08:20:08,2025-12-31 08:00:05
464ae58e-17be-4b9f-bf3f-f706f91a3349,cff44768-7bbc-443f-8e2a-88a5d7693549,ios,iPhone 13,iOS 17.3,2.1.4,3f60aedad71ce1423858d249,True,2024-06-22 06:47:33,2025-08-13 18:37:26,2024-06-22 06:47:33
9e3c78dc-2760-4da5-ab86-a522725bbea8,cff44768-7bbc-443f-8e2a-88a5d7693549,web,Chrome,Chrome 110,5.7.20,a9db7c98477349e9428039c3,True,2025-11-16 18:01:16,2026-01-13 01:15:02,2025-11-16 18:01:16
ad238e10-3edd-4e94-b559-442430397be5,cff44768-7bbc-443f-8e2a-88a5d7693549,ios,iPhone 15,iOS 15.2,5.0.17,3eaf28c7ef1507c6417b15d5,True,2024-12-15 08:09:31,2025-08-12 13:18:11,2024-12-15 08:09:31
f88a39cd-3dea-4640-bd45-4b0f31a0c6a3,05dffd82-e5f3-4771-91d1-ae6a82aa81af,android,Xiaomi Mi 11,Android 14,4.9.10,ffa0598b6ba1a6a65f06c46b,True,2026-03-09 07:53:59,2026-03-09 08:12:24,2026-03-09 07:53:59
4452fd34-82c3-4f56-b825-1a25b918ec49,78bb6246-7c96-4f3c-90fb-f4bd5aedfde8,android,Xiaomi Mi 11,Android 11,1.7.11,16ea2c4e2983b625ceb84c76,True,2025-12-17 20:04:19,2025-12-27 06:42:16,2025-12-17 20:04:19
a05c3fd9-8ae9-42b8-889c-0ce205b798d6,78bb6246-7c96-4f3c-90fb-f4bd5aedfde8,ios,iPhone 12,iOS 16.4,2.0.3,60bf03c47235b8ce48838934,True,2025-08-15 08:56:35,2025-11-10 22:47:28,2025-08-15 08:56:35
e8b50f66-df7c-4d42-bcea-ab3cb3177e54,78bb6246-7c96-4f3c-90fb-f4bd5aedfde8,ios,iPhone 14,iOS 14.3,1.5.14,1a7f104cdaaed21d732f4b30,False,2024-09-15 17:15:23,2025-06-05 19:36:01,2024-09-15 17:15:23
08b3edfd-6dc5-477b-81ec-3b5b6fd06562,18cacb12-83e8-4e56-8fe0-0683a8d13fcf,android,Samsung Galaxy S22,Android 14,5.6.13,da1fefc16368413ecbc30e4f,False,2026-02-25 05:27:50,2026-02-27 20:02:17,2026-02-25 05:27:50
682feb6f-9084-40b4-ae38-a25f92fc072f,94948254-3eb1-45a7-8325-3b8e8df393f3,android,OnePlus 9,Android 14,4.9.20,c393a010bede11b0f4e24f64,True,2025-12-02 18:58:03,2026-01-23 11:38:00,2025-12-02 18:58:03
9ace47e3-f8f2-4ae2-a9bf-fc6b6406adfe,3b2eceaf-6838-4ad1-a3fa-16a94e43643e,ios,iPhone 15,iOS 17.4,4.6.12,ef07bb2f3f6c475b4e4e3b55,True,2023-10-29 11:22:52,2024-07-02 13:47:34,2023-10-29 11:22:52
cba78bba-a3db-4337-a5e7-e823267c8307,3b2eceaf-6838-4ad1-a3fa-16a94e43643e,ios,iPhone SE,iOS 17.5,4.5.10,7c3c07423ff28a32342b795a,False,2025-02-03 14:02:26,2025-03-18 05:24:39,2025-02-03 14:02:26
1b8fbf07-5968-4c4c-8ec3-fdea0d5eb8df,3b2eceaf-6838-4ad1-a3fa-16a94e43643e,android,OnePlus 9,Android 14,4.7.9,9e85b1b5f72f293c50505e42,True,2025-08-09 18:22:45,2025-09-17 09:48:03,2025-08-09 18:22:45
768786e2-1ac5-4bba-baf2-31766a995bab,31cb4000-d215-41ea-8360-b8e60677a56b,android,OnePlus 9,Android 14,5.0.7,22afa661932a609ff3f8f5eb,True,2023-12-06 21:14:43,2025-06-29 05:02:32,2023-12-06 21:14:43
063a3e89-f59f-4a8b-bb44-e497e8623280,31cb4000-d215-41ea-8360-b8e60677a56b,ios,iPhone 15,iOS 16.2,1.0.4,948d04c8acc21e017fdba9c1,True,2023-08-10 08:34:11,2025-10-31 23:56:17,2023-08-10 08:34:11
d6f238da-33fa-43eb-92d7-12d078f308cf,81bf0bb1-d326-4c80-b9b8-9d444861dbb5,android,Huawei P40,Android 12,2.9.12,f783329ca097da726abb7e33,False,2026-03-09 05:48:36,2026-03-09 09:32:20,2026-03-09 05:48:36
3fe92f48-dead-40e1-95a8-4db4acf6ee48,81bf0bb1-d326-4c80-b9b8-9d444861dbb5,android,Samsung Galaxy S22,Android 14,4.0.0,cbfb7b78fbd2d597531d6323,False,2026-03-06 04:06:27,2026-03-07 14:05:44,2026-03-06 04:06:27
5f747f8f-a600-4bde-a222-e9b3bf7b0f07,81bf0bb1-d326-4c80-b9b8-9d444861dbb5,ios,iPhone 13,iOS 15.3,4.6.8,a81794d122047e8dedccb991,True,2026-03-01 01:55:31,2026-03-01 04:21:58,2026-03-01 01:55:31
d69242a5-d38b-4208-8c9a-fd2382325c51,11d4989e-c140-4522-a8fb-7c4c3b59c51f,ios,iPhone 12,iOS 14.5,5.9.12,ce5d2f90d8fc69a9e276c3e7,True,2025-02-15 10:06:06,2025-03-01 00:59:47,2025-02-15 10:06:06
af317e0a-c08f-4aac-8e5e-974a0b8bbf9f,d3fda395-50b6-4c5d-ab54-6c0dc091265c,ios,iPhone 15,iOS 17.3,4.3.2,e02e6ef7df8bfce0af888409,True,2026-02-13 06:01:20,2026-03-04 16:05:21,2026-02-13 06:01:20
ccc08660-6220-4d31-adb5-fc45f316a7bf,bb7625ab-a020-4e9f-8662-b0d3bbe02203,android,Samsung Galaxy S22,Android 12,4.1.10,2723016e501b920a00513a42,True,2026-02-15 08:01:36,2026-03-04 02:14:19,2026-02-15 08:01:36
105af0c0-0ea3-4844-9535-e2149e871a1e,bb7625ab-a020-4e9f-8662-b0d3bbe02203,ios,iPhone 15,iOS 15.2,3.2.7,e26ac674c5b1bfa647d0c5ce,True,2026-01-31 15:28:13,2026-02-15 18:46:45,2026-01-31 15:28:13
9630e2e1-2718-49d2-b6db-a762ef9a9d27,8d98e46c-a3bb-4d4e-8729-b6ef6664a5d8,android,Samsung Galaxy S21,Android 11,2.9.4,524c69780e40c5b22d6c5895,False,2025-12-20 12:16:48,2026-02-18 02:44:30,2025-12-20 12:16:48
745f796c-8686-45ff-857e-d6671cc281ce,baf03ca4-b564-489d-97c1-da7edd0a6f3f,android,Samsung Galaxy S22,Android 13,1.2.17,32fee65fe593a6ef0b81ada5,True,2025-12-27 21:16:21,2026-02-14 05:34:46,2025-12-27 21:16:21
e8c01fda-83bd-4eab-97da-28c7ce38e31e,323ccbac-563f-479d-96bc-3b3e66c24afa,ios,iPhone SE,iOS 14.5,1.9.18,cf2835fab261f0046f6b18da,True,2025-08-10 16:16:17,2025-08-25 02:23:38,2025-08-10 16:16:17
6c53db22-5b74-452a-bc0a-76524b7bf89b,323ccbac-563f-479d-96bc-3b3e66c24afa,android,Xiaomi Mi 11,Android 12,5.8.16,b2ddd80b8be7e5672ac41df8,True,2026-01-17 05:34:24,2026-03-05 08:30:24,2026-01-17 05:34:24
79f6b561-cd79-45d5-a46b-47e8939aab8f,323ccbac-563f-479d-96bc-3b3e66c24afa,android,Xiaomi Mi 11,Android 12,1.0.19,bef0b829150ea6739a02201b,True,2025-12-08 12:40:12,2025-12-08 19:46:22,2025-12-08 12:40:12
9f41a031-ea26-4214-b4b6-ae15ed57df9b,cabbac0f-11b4-42bc-afdb-71ad67bc901c,android,Xiaomi Mi 11,Android 11,3.7.2,7710deb634f5f2beb9015fd3,True,2025-09-13 08:25:29,2026-01-02 15:09:49,2025-09-13 08:25:29
72543981-ca3a-4e7c-aa29-96ea8756fe57,cabbac0f-11b4-42bc-afdb-71ad67bc901c,android,OnePlus 9,Android 14,2.4.14,09f005bf22068c1b8517ffcf,True,2025-05-02 10:56:20,2026-01-06 02:12:44,2025-05-02 10:56:20
85066128-a6d1-4fe1-b183-686352d7197a,5ac01201-8bad-469c-9f4d-ce4ef8054a94,ios,iPhone 13,iOS 17.1,5.3.9,5ef79221a6e13c49db79d7c7,True,2025-03-02 22:22:37,2025-12-16 23:43:23,2025-03-02 22:22:37
14053e4b-6195-4dc1-bdc5-e5c9d12b13de,238eac29-fcd4-42c8-8704-efd2827a2d7c,ios,iPhone 13,iOS 17.0,2.8.17,8cca6da6a1a0d0165ddc6488,False,2026-02-26 03:30:04,2026-03-05 08:32:41,2026-02-26 03:30:04
6e2c7f21-c851-4ab6-b1ea-db4e155570ee,2356e31d-e0d7-445e-b8bb-7a7b6a3c4d96,web,Edge,Edge 117,3.7.20,6099f391ceaf378a992851f3,True,2025-06-11 02:48:52,2025-08-17 20:14:09,2025-06-11 02:48:52
47f90528-02f9-4fbc-88eb-be469d82dfd9,6be3bbb2-a279-48dc-b678-499b9e075fc2,ios,iPhone 15,iOS 14.5,3.7.1,6585d4e8085210b22a12272c,True,2025-12-24 19:07:51,2026-02-12 03:22:00,2025-12-24 19:07:51
382ffc75-f5e9-487e-9880-8ebf021125f4,6be3bbb2-a279-48dc-b678-499b9e075fc2,web,Safari,Safari 18.2,4.2.10,577c098c9c884835f8dacd10,False,2026-01-18 00:05:57,2026-01-30 10:24:37,2026-01-18 00:05:57
b4a0fc72-7363-41bc-b351-4c273eebd0b5,3ac33c5e-c922-45d3-9f15-ff0d68627f07,ios,iPhone 13,iOS 14.4,2.8.7,f69a785423dec45a9f12d3b9,True,2025-01-29 13:56:46,2025-05-27 19:26:02,2025-01-29 13:56:46
93449116-eae7-4630-8a16-4a2d223c7a19,3ac33c5e-c922-45d3-9f15-ff0d68627f07,android,Samsung Galaxy S21,Android 13,1.3.13,ca7d2cd6eec7e47e07574dd2,True,2024-05-26 17:56:32,2024-09-22 15:54:06,2024-05-26 17:56:32
a1e9ef70-f9d0-44a7-aa12-831f626f2b60,47c6b1fa-2939-4d13-b09e-bbde1c4d99b9,ios,iPhone 15,iOS 17.3,3.7.1,ac4d120ba18ff411989330c7,False,2024-03-21 02:24:51,2024-07-29 13:53:45,2024-03-21 02:24:51
124079f3-2617-4af7-84cc-34b0d35315d2,372781b5-1586-4f55-8e0d-be05c5b51028,ios,iPhone 15,iOS 16.4,4.4.5,c2cd6fe07b3738dfd460b84d,True,2026-01-02 20:47:44,2026-03-07 21:21:01,2026-01-02 20:47:44
f8f39353-4b49-475f-8ae4-dba913ab0548,fc6c4755-4f89-4455-abe0-c9d1fe15e3e2,ios,iPhone 14,iOS 15.3,5.5.8,43bb94bf49931223388bb3a6,True,2026-01-12 11:40:27,2026-01-31 01:58:18,2026-01-12 11:40:27
07a0b041-9133-4200-8347-a000f0b89656,fc6c4755-4f89-4455-abe0-c9d1fe15e3e2,android,OnePlus 9,Android 12,4.0.0,a5267cc4df49bb74cd237289,True,2025-06-15 04:54:05,2025-07-10 05:53:51,2025-06-15 04:54:05
e76daeec-38a2-4a6a-9726-610c9cfa0239,fc6c4755-4f89-4455-abe0-c9d1fe15e3e2,android,OnePlus 9,Android 12,2.6.5,fe761b6623e3b3e7d8c0aadf,True,2025-08-27 06:04:05,2025-10-07 04:52:41,2025-08-27 06:04:05
95834e35-eb28-46ea-a43c-0dbe2ec21672,599bd27d-b38c-487f-927a-68616b307301,ios,iPhone 13,iOS 15.0,4.5.4,3ecafe552c71f4d7c7fc7233,False,2025-12-02 00:41:37,2026-01-15 01:46:13,2025-12-02 00:41:37
6f727907-40f8-4d6b-b12b-96f383f46f0b,599bd27d-b38c-487f-927a-68616b307301,ios,iPhone 14,iOS 16.0,1.5.19,ba0af83641e57190785f0ae4,True,2024-02-03 20:45:26,2025-11-16 06:07:42,2024-02-03 20:45:26
f57b182c-6826-4780-9e83-58f9a0081789,32987ed6-0376-4110-9cb2-a8131f10f44e,ios,iPhone 15,iOS 14.3,5.6.8,9d6d4926ee1252b26e837094,True,2026-01-15 17:09:36,2026-02-06 05:18:58,2026-01-15 17:09:36
37bedfeb-046b-4f68-b816-74b41a7a52d6,964d1dd0-3268-45e7-a724-f0ec4fc68f7a,android,OnePlus 9,Android 14,1.3.13,64e791524832e04898e49a39,True,2025-12-05 13:54:35,2026-01-23 20:55:49,2025-12-05 13:54:35
a089984c-bf2b-4eee-ad85-a40f46db534c,964d1dd0-3268-45e7-a724-f0ec4fc68f7a,ios,iPhone 12,iOS 14.3,5.1.6,8afb584907649a9080e68918,True,2025-11-17 22:41:30,2026-01-22 10:28:14,2025-11-17 22:41:30
438332fa-81f3-469d-b3fc-f11124521bdd,a2142d2d-7694-4c6f-80b4-f031de040ee5,ios,iPhone 15,iOS 15.4,3.9.4,0943a612aa1ad7bb75f36b80,True,2024-12-20 07:01:06,2025-04-30 19:48:22,2024-12-20 07:01:06
3872a0ee-27b4-4bda-bf72-5cf6298274ce,2f311261-5323-4bb3-a8bd-8c34e9cda5ac,ios,iPhone 15,iOS 14.1,4.3.13,ce59cf902b5fc97952f5d001,True,2025-05-27 21:44:28,2025-11-28 17:43:09,2025-05-27 21:44:28
0a70e597-1261-4f6d-89fa-78c36300fbe6,2f311261-5323-4bb3-a8bd-8c34e9cda5ac,ios,iPhone SE,iOS 15.1,1.3.13,e9bca8284a1d9d1b15c49ac3,False,2025-08-14 23:51:20,2026-01-22 06:23:38,2025-08-14 23:51:20
ba2bc0a3-0e35-4401-91cd-7c11191b3b3f,0bdbc406-338f-4d12-9ef0-6d6c846885b3,ios,iPhone 14,iOS 14.2,2.5.13,cd6904c94fea5bd0b5606edc,True,2024-06-07 21:50:08,2024-09-27 14:17:57,2024-06-07 21:50:08
317d92fb-3265-4512-aa15-83e59c7da374,0bdbc406-338f-4d12-9ef0-6d6c846885b3,ios,iPhone 13,iOS 14.2,3.9.20,922718d8aeb7716ecb51dc8c,True,2023-11-28 14:20:58,2024-08-02 06:10:07,2023-11-28 14:20:58
aa57f6fc-69e8-44c0-8aeb-b472759691d6,51e577e4-c3f6-4d5a-9699-daf238b5ff42,android,OnePlus 9,Android 14,3.5.6,895eb474f5ec4705b42ecd3b,True,2024-12-22 09:43:45,2025-05-19 01:01:18,2024-12-22 09:43:45
c5d4070b-71f7-48fe-a8bd-cef2be41b54c,649dacbf-8891-42c2-b6e3-e96d317f784a,ios,iPhone SE,iOS 17.0,4.8.20,ac96853c9e3574752c6571d7,True,2025-09-21 03:27:57,2026-03-05 22:05:35,2025-09-21 03:27:57
63d28cc7-c717-405c-a042-3e079808bdf8,deaff3b8-2423-4de4-abc4-af04e2803a19,android,Samsung Galaxy S22,Android 12,3.6.3,b6b8f3704fbf29e7ea430009,True,2023-09-29 06:31:32,2026-01-18 00:10:52,2023-09-29 06:31:32
fa131d2e-668a-455c-a15b-9f9c51947452,9556b64f-b031-4a1a-be93-4be8ac7c60c5,ios,iPhone 12,iOS 17.4,3.2.3,d3f00847b7ca7e10ab491592,True,2023-09-20 00:21:40,2025-09-24 17:43:16,2023-09-20 00:21:40
15d58642-3db5-498a-b118-dc2a918ee2ce,9556b64f-b031-4a1a-be93-4be8ac7c60c5,android,OnePlus 9,Android 11,2.7.18,b126d6d925cf0cb2c278c185,True,2026-01-06 07:15:03,2026-01-11 18:34:02,2026-01-06 07:15:03
c04c3e15-ed6a-4990-ac32-a6da6b6c7a6b,9556b64f-b031-4a1a-be93-4be8ac7c60c5,android,Xiaomi Mi 11,Android 11,3.4.16,5fd614a53d7e5a226fe29eb3,True,2024-11-08 00:25:48,2025-04-18 04:19:38,2024-11-08 00:25:48
60d7201e-4c2a-42e1-9a21-40e6d6f67437,b66b3187-cfe9-4adb-8821-738c545ba517,android,OnePlus 9,Android 13,4.3.6,aa4e33edac63db9781a8abf4,True,2025-04-26 08:18:04,2025-05-27 21:12:55,2025-04-26 08:18:04
90442f02-60c4-4bdf-ad51-f2215cb77a5c,07222053-51eb-47be-9498-ae6c4dfcf791,android,Samsung Galaxy S21,Android 13,1.5.7,4547d53ab5acffdca19943bc,True,2025-09-17 21:48:37,2025-10-25 12:15:49,2025-09-17 21:48:37
e2cb7e6f-abbc-442e-b260-7ef988823e99,5cd16f67-2c89-4dfd-9ce4-699f96b9b7de,android,Xiaomi Mi 11,Android 13,3.9.15,fb138284a39406947aa79d8e,True,2025-12-24 09:29:03,2026-01-28 08:22:48,2025-12-24 09:29:03
de1ff64a-030c-4525-b03b-e474faa1c993,864a57e4-b1f6-47f0-a608-d5ed31c9bbe1,ios,iPhone 12,iOS 14.4,1.5.14,dc52671cf86e6f8532bb2838,True,2025-10-11 06:30:01,2026-02-05 15:39:13,2025-10-11 06:30:01
02595365-18ee-4d37-ae6c-03fa17183e55,864a57e4-b1f6-47f0-a608-d5ed31c9bbe1,android,Xiaomi Mi 11,Android 11,2.4.12,240bb83ff54761b20e6b9ba5,True,2023-09-27 06:05:59,2026-03-03 00:57:34,2023-09-27 06:05:59
6df15798-05cb-427a-ba19-e4d7c5918700,8b74139e-e07b-450a-923f-0f7e1347d13a,android,OnePlus 9,Android 12,1.9.8,2c1e1fcd73ae2266ef30e9f1,True,2023-12-10 14:31:28,2025-03-28 08:04:12,2023-12-10 14:31:28
d3f7027b-b02e-4fba-a74e-f61be01c9357,f217784c-4dce-4489-8ad9-cb9ece72525d,android,Huawei P40,Android 14,3.8.13,f6dcb94daf5aa917d3a439f4,True,2025-12-17 16:24:17,2026-02-13 20:11:59,2025-12-17 16:24:17
da0b3cc5-2a07-484e-b903-1f6d582fd330,f217784c-4dce-4489-8ad9-cb9ece72525d,android,Huawei P40,Android 12,2.2.20,02c1da87296cd2f0096f9032,True,2025-01-17 16:28:14,2026-02-09 09:44:09,2025-01-17 16:28:14
72f9fd69-b6a3-4edf-90ae-01269be4b032,9a5e6c53-d04d-4419-a293-2840ab0e46e7,web,Firefox,Firefox 115,1.3.0,90d055d9b73d121afd20a9a1,True,2026-02-18 14:41:00,2026-02-24 05:41:15,2026-02-18 14:41:00
860f87ec-bd4b-4ea8-b42b-dd0d76c2629d,9a5e6c53-d04d-4419-a293-2840ab0e46e7,android,Xiaomi Mi 11,Android 12,1.8.9,655407c1dfee6e61a2bd54d3,True,2026-02-08 22:58:24,2026-02-28 06:43:17,2026-02-08 22:58:24
216b7206-6bdc-45cd-b7b6-638c79a13b29,9a5e6c53-d04d-4419-a293-2840ab0e46e7,android,Samsung Galaxy S21,Android 14,1.2.20,1b4a4c3b1b531539fdc4fad7,True,2026-01-17 17:38:45,2026-01-22 23:43:48,2026-01-17 17:38:45
25fb4ed7-712b-4686-b964-24e761266da6,f1cc0a86-57ca-4efc-8b7e-17b95abf1935,android,Huawei P40,Android 12,5.9.9,6206b992dcaf861c989a4f67,True,2025-09-11 20:20:33,2025-12-25 03:47:28,2025-09-11 20:20:33
f647ed20-00e4-4848-b41c-444084a680c3,f1cc0a86-57ca-4efc-8b7e-17b95abf1935,ios,iPhone 13,iOS 16.4,2.0.2,ce543c4dfc1f88c949189a09,True,2025-12-02 09:05:28,2025-12-14 14:09:43,2025-12-02 09:05:28
308a48ff-7da3-482b-a8b7-9becc4833a41,255f070f-1563-460b-b232-e275dea42ab2,android,Huawei P40,Android 12,4.8.16,767ed273aa7e2e4256f8f448,True,2024-06-19 20:34:00,2025-01-13 06:54:29,2024-06-19 20:34:00
2a712601-315b-4e22-b7b0-e9422e6b3c7f,7df8583d-3cf3-4499-926d-132afb21e1c6,ios,iPhone 14,iOS 17.1,1.5.9,3b8a7238ec7584880152f305,True,2025-12-23 13:55:37,2026-01-04 18:51:25,2025-12-23 13:55:37
26c28375-d33d-4096-bc8d-da7ef9e92031,0309738b-ac78-4d41-9027-c3414f7404f0,android,Huawei P40,Android 12,3.2.19,ad8852a7b4f4735152503bb2,False,2026-01-06 00:44:31,2026-02-22 06:07:36,2026-01-06 00:44:31
57190ba3-43c9-4352-9586-7a2ae6c0b5e0,4e829cf0-b509-46a2-96bb-8e3024660b91,android,Xiaomi Mi 11,Android 12,5.9.10,bc8bd9566d79bce0871f969a,False,2025-06-09 06:51:21,2025-12-12 23:10:46,2025-06-09 06:51:21
7d365e0e-af6b-4566-bedc-a430b8335bb1,4e829cf0-b509-46a2-96bb-8e3024660b91,web,Chrome,Chrome 117,2.2.17,985865bd89bc61ce0c0fef5d,True,2025-04-05 13:05:21,2026-02-19 15:50:35,2025-04-05 13:05:21
